"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"EN.ATM.CO2E.LF.KT","液体燃料消耗的二氧化碳排放量（千吨）  ","液化燃料消耗的二氧化碳排放主要指使用石油加工燃料作为能源产生的排放。","美国田纳西州橡树岭国家实验室环境科学部二氧化碳信息分析中心。",
